0	32
19	96
43	46
50	126
51	45
57	94
65	39
68	44
73	124
80	33
81	92
87	58
91	123
92	125
97	59
100	42
102	43
108	34
109	106
110	60
112	55
118	61
120	105
126	108
133	116
134	99
136	121
138	73
140	122
142	111
145	117
146	74
147	50
149	67
152	51
156	38
157	36
160	76
163	115
165	97
166	102
169	53
171	120
173	79
175	52
177	83
178	90
179	57
180	104
181	101
186	112
188	103
190	70
192	71
193	68
197	88
198	100
200	56
203	109
209	35
211	65
216	72
217	64
218	78
224	69
237	66
239	81
246	87
255	77
